year,city,country,avg_temp
1822,Rajkot,India,25.72
1823,Rajkot,India,25.55
1824,Rajkot,India,26.22
1825,Rajkot,India,26.00
1826,Rajkot,India,26.03
1827,Rajkot,India,26.20
1828,Rajkot,India,25.81
1829,Rajkot,India,25.62
1830,Rajkot,India,25.92
1831,Rajkot,India,25.38
1832,Rajkot,India,25.52
1833,Rajkot,India,25.72
1834,Rajkot,India,25.78
1835,Rajkot,India,24.94
1836,Rajkot,India,25.37
1837,Rajkot,India,25.27
1838,Rajkot,India,25.30
1839,Rajkot,India,25.41
1840,Rajkot,India,25.51
1841,Rajkot,India,25.31
1842,Rajkot,India,25.68
1843,Rajkot,India,25.53
1844,Rajkot,India,25.31
1845,Rajkot,India,25.54
1846,Rajkot,India,
1847,Rajkot,India,
1848,Rajkot,India,25.53
1849,Rajkot,India,25.50
1850,Rajkot,India,25.59
1851,Rajkot,India,25.61
1852,Rajkot,India,25.64
1853,Rajkot,India,25.75
1854,Rajkot,India,25.90
1855,Rajkot,India,25.94
1856,Rajkot,India,25.08
1857,Rajkot,India,25.20
1858,Rajkot,India,
1859,Rajkot,India,
1860,Rajkot,India,
1861,Rajkot,India,
1862,Rajkot,India,
1863,Rajkot,India,
1864,Rajkot,India,
1865,Rajkot,India,27.09
1866,Rajkot,India,25.93
1867,Rajkot,India,26.03
1868,Rajkot,India,25.61
1869,Rajkot,India,26.11
1870,Rajkot,India,25.75
1871,Rajkot,India,25.72
1872,Rajkot,India,25.74
1873,Rajkot,India,25.86
1874,Rajkot,India,25.91
1875,Rajkot,India,25.93
1876,Rajkot,India,26.01
1877,Rajkot,India,26.26
1878,Rajkot,India,26.09
1879,Rajkot,India,25.47
1880,Rajkot,India,26.03
1881,Rajkot,India,25.92
1882,Rajkot,India,25.71
1883,Rajkot,India,25.42
1884,Rajkot,India,25.44
1885,Rajkot,India,25.64
1886,Rajkot,India,25.89
1887,Rajkot,India,25.58
1888,Rajkot,India,25.83
1889,Rajkot,India,26.02
1890,Rajkot,India,25.85
1891,Rajkot,India,26.03
1892,Rajkot,India,26.28
1893,Rajkot,India,25.42
1894,Rajkot,India,25.68
1895,Rajkot,India,25.91
1896,Rajkot,India,26.39
1897,Rajkot,India,25.89
1898,Rajkot,India,26.29
1899,Rajkot,India,26.26
1900,Rajkot,India,26.27
1901,Rajkot,India,26.11
1902,Rajkot,India,26.67
1903,Rajkot,India,25.72
1904,Rajkot,India,26.03
1905,Rajkot,India,25.74
1906,Rajkot,India,25.73
1907,Rajkot,India,25.93
1908,Rajkot,India,25.55
1909,Rajkot,India,25.56
1910,Rajkot,India,25.62
1911,Rajkot,India,25.91
1912,Rajkot,India,26.34
1913,Rajkot,India,25.91
1914,Rajkot,India,26.07
1915,Rajkot,India,26.27
1916,Rajkot,India,26.09
1917,Rajkot,India,25.65
1918,Rajkot,India,25.99
1919,Rajkot,India,25.95
1920,Rajkot,India,26.31
1921,Rajkot,India,26.43
1922,Rajkot,India,26.02
1923,Rajkot,India,25.89
1924,Rajkot,India,26.20
1925,Rajkot,India,26.25
1926,Rajkot,India,26.22
1927,Rajkot,India,25.80
1928,Rajkot,India,26.05
1929,Rajkot,India,26.34
1930,Rajkot,India,26.09
1931,Rajkot,India,26.52
1932,Rajkot,India,26.53
1933,Rajkot,India,26.16
1934,Rajkot,India,25.98
1935,Rajkot,India,25.86
1936,Rajkot,India,26.14
1937,Rajkot,India,25.85
1938,Rajkot,India,25.89
1939,Rajkot,India,26.12
1940,Rajkot,India,26.26
1941,Rajkot,India,26.75
1942,Rajkot,India,26.28
1943,Rajkot,India,26.36
1944,Rajkot,India,26.19
1945,Rajkot,India,25.66
1946,Rajkot,India,26.14
1947,Rajkot,India,26.19
1948,Rajkot,India,26.48
1949,Rajkot,India,26.33
1950,Rajkot,India,25.54
1951,Rajkot,India,26.37
1952,Rajkot,India,26.31
1953,Rajkot,India,26.55
1954,Rajkot,India,26.21
1955,Rajkot,India,26.32
1956,Rajkot,India,25.90
1957,Rajkot,India,26.04
1958,Rajkot,India,26.71
1959,Rajkot,India,26.36
1960,Rajkot,India,26.28
1961,Rajkot,India,25.97
1962,Rajkot,India,26.19
1963,Rajkot,India,26.67
1964,Rajkot,India,25.96
1965,Rajkot,India,26.37
1966,Rajkot,India,26.53
1967,Rajkot,India,26.24
1968,Rajkot,India,26.13
1969,Rajkot,India,26.64
1970,Rajkot,India,26.21
1971,Rajkot,India,26.13
1972,Rajkot,India,26.34
1973,Rajkot,India,26.32
1974,Rajkot,India,26.64
1975,Rajkot,India,25.99
1976,Rajkot,India,26.55
1977,Rajkot,India,26.90
1978,Rajkot,India,26.35
1979,Rajkot,India,26.28
1980,Rajkot,India,26.39
1981,Rajkot,India,26.25
1982,Rajkot,India,26.48
1983,Rajkot,India,25.96
1984,Rajkot,India,26.13
1985,Rajkot,India,26.49
1986,Rajkot,India,26.43
1987,Rajkot,India,27.37
1988,Rajkot,India,27.09
1989,Rajkot,India,26.27
1990,Rajkot,India,26.59
1991,Rajkot,India,26.34
1992,Rajkot,India,26.37
1993,Rajkot,India,27.07
1994,Rajkot,India,26.46
1995,Rajkot,India,26.72
1996,Rajkot,India,26.64
1997,Rajkot,India,26.38
1998,Rajkot,India,27.09
1999,Rajkot,India,26.85
2000,Rajkot,India,27.08
2001,Rajkot,India,26.91
2002,Rajkot,India,27.15
2003,Rajkot,India,26.97
2004,Rajkot,India,27.16
2005,Rajkot,India,26.51
2006,Rajkot,India,26.94
2007,Rajkot,India,27.23
2008,Rajkot,India,26.51
2009,Rajkot,India,27.43
2010,Rajkot,India,27.16
2011,Rajkot,India,26.84
2012,Rajkot,India,26.65
2013,Rajkot,India,27.14
1796,Ranchi,India,24.01
1797,Ranchi,India,25.22
1798,Ranchi,India,23.33
1799,Ranchi,India,24.28
1800,Ranchi,India,24.24
1801,Ranchi,India,23.24
1802,Ranchi,India,24.70
1803,Ranchi,India,24.46
1804,Ranchi,India,24.80
1805,Ranchi,India,24.35
1806,Ranchi,India,24.25
1807,Ranchi,India,23.66
1808,Ranchi,India,
1809,Ranchi,India,
1810,Ranchi,India,
1811,Ranchi,India,
1812,Ranchi,India,
1813,Ranchi,India,23.59
1814,Ranchi,India,22.86
1815,Ranchi,India,23.13
1816,Ranchi,India,22.86
1817,Ranchi,India,22.92
1818,Ranchi,India,22.99
1819,Ranchi,India,22.80
1820,Ranchi,India,23.07
1821,Ranchi,India,23.92
1822,Ranchi,India,24.06
1823,Ranchi,India,23.85
1824,Ranchi,India,24.37
1825,Ranchi,India,24.12
1826,Ranchi,India,24.18
1827,Ranchi,India,24.29
1828,Ranchi,India,23.95
1829,Ranchi,India,23.76
1830,Ranchi,India,24.01
1831,Ranchi,India,23.55
1832,Ranchi,India,23.80
1833,Ranchi,India,23.91
1834,Ranchi,India,23.75
1835,Ranchi,India,22.79
1836,Ranchi,India,23.69
1837,Ranchi,India,23.60
1838,Ranchi,India,23.58
1839,Ranchi,India,23.62
1840,Ranchi,India,23.92
1841,Ranchi,India,23.83
1842,Ranchi,India,23.71
1843,Ranchi,India,23.67
1844,Ranchi,India,23.36
1845,Ranchi,India,23.62
1846,Ranchi,India,23.90
1847,Ranchi,India,23.50
1848,Ranchi,India,23.46
1849,Ranchi,India,23.43
1850,Ranchi,India,23.93
1851,Ranchi,India,23.86
1852,Ranchi,India,23.62
1853,Ranchi,India,24.07
1854,Ranchi,India,24.11
1855,Ranchi,India,24.09
1856,Ranchi,India,22.96
1857,Ranchi,India,23.28
1858,Ranchi,India,23.91
1859,Ranchi,India,23.98
1860,Ranchi,India,23.71
1861,Ranchi,India,23.63
1862,Ranchi,India,18.86
1863,Ranchi,India,
1864,Ranchi,India,
1865,Ranchi,India,24.09
1866,Ranchi,India,24.19
1867,Ranchi,India,24.17
1868,Ranchi,India,23.84
1869,Ranchi,India,23.89
1870,Ranchi,India,23.82
1871,Ranchi,India,24.01
1872,Ranchi,India,23.98
1873,Ranchi,India,24.03
1874,Ranchi,India,23.88
1875,Ranchi,India,23.90
1876,Ranchi,India,24.02
1877,Ranchi,India,24.05
1878,Ranchi,India,24.59
1879,Ranchi,India,24.10
1880,Ranchi,India,23.94
1881,Ranchi,India,23.79
1882,Ranchi,India,23.94
1883,Ranchi,India,23.64
1884,Ranchi,India,23.56
1885,Ranchi,India,23.85
1886,Ranchi,India,24.06
1887,Ranchi,India,23.68
1888,Ranchi,India,24.08
1889,Ranchi,India,24.44
1890,Ranchi,India,23.99
1891,Ranchi,India,23.75
1892,Ranchi,India,24.33
1893,Ranchi,India,22.94
1894,Ranchi,India,24.26
1895,Ranchi,India,23.97
1896,Ranchi,India,24.75
1897,Ranchi,India,24.71
1898,Ranchi,India,24.23
1899,Ranchi,India,24.28
1900,Ranchi,India,24.64
1901,Ranchi,India,24.30
1902,Ranchi,India,24.63
1903,Ranchi,India,24.35
1904,Ranchi,India,24.03
1905,Ranchi,India,23.56
1906,Ranchi,India,24.31
1907,Ranchi,India,23.92
1908,Ranchi,India,24.30
1909,Ranchi,India,24.10
1910,Ranchi,India,24.08
1911,Ranchi,India,24.21
1912,Ranchi,India,24.32
1913,Ranchi,India,23.79
1914,Ranchi,India,24.09
1915,Ranchi,India,24.65
1916,Ranchi,India,24.21
1917,Ranchi,India,23.41
1918,Ranchi,India,23.86
1919,Ranchi,India,23.94
1920,Ranchi,India,24.38
1921,Ranchi,India,24.61
1922,Ranchi,India,24.08
1923,Ranchi,India,24.34
1924,Ranchi,India,24.62
1925,Ranchi,India,23.93
1926,Ranchi,India,24.06
1927,Ranchi,India,24.37
1928,Ranchi,India,24.57
1929,Ranchi,India,24.31
1930,Ranchi,India,24.16
1931,Ranchi,India,24.69
1932,Ranchi,India,24.57
1933,Ranchi,India,23.79
1934,Ranchi,India,24.29
1935,Ranchi,India,24.37
1936,Ranchi,India,24.12
1937,Ranchi,India,23.91
1938,Ranchi,India,24.30
1939,Ranchi,India,24.40
1940,Ranchi,India,24.22
1941,Ranchi,India,24.78
1942,Ranchi,India,24.62
1943,Ranchi,India,24.43
1944,Ranchi,India,24.21
1945,Ranchi,India,24.09
1946,Ranchi,India,24.18
1947,Ranchi,India,24.60
1948,Ranchi,India,24.52
1949,Ranchi,India,24.17
1950,Ranchi,India,24.05
1951,Ranchi,India,24.57
1952,Ranchi,India,24.70
1953,Ranchi,India,25.00
1954,Ranchi,India,24.58
1955,Ranchi,India,24.55
1956,Ranchi,India,24.24
1957,Ranchi,India,24.76
1958,Ranchi,India,25.42
1959,Ranchi,India,24.63
1960,Ranchi,India,24.73
1961,Ranchi,India,24.17
1962,Ranchi,India,24.19
1963,Ranchi,India,24.38
1964,Ranchi,India,24.55
1965,Ranchi,India,24.46
1966,Ranchi,India,25.16
1967,Ranchi,India,24.62
1968,Ranchi,India,24.22
1969,Ranchi,India,24.87
1970,Ranchi,India,24.40
1971,Ranchi,India,23.36
1972,Ranchi,India,24.60
1973,Ranchi,India,24.67
1974,Ranchi,India,24.57
1975,Ranchi,India,24.45
1976,Ranchi,India,24.67
1977,Ranchi,India,24.45
1978,Ranchi,India,24.11
1979,Ranchi,India,25.13
1980,Ranchi,India,24.92
1981,Ranchi,India,24.24
1982,Ranchi,India,24.70
1983,Ranchi,India,24.37
1984,Ranchi,India,24.36
1985,Ranchi,India,24.81
1986,Ranchi,India,24.53
1987,Ranchi,India,24.91
1988,Ranchi,India,24.99
1989,Ranchi,India,24.57
1990,Ranchi,India,24.37
1991,Ranchi,India,24.62
1992,Ranchi,India,24.62
1993,Ranchi,India,24.74
1994,Ranchi,India,24.71
1995,Ranchi,India,24.64
1996,Ranchi,India,24.78
1997,Ranchi,India,24.55
1998,Ranchi,India,24.84
1999,Ranchi,India,24.93
2000,Ranchi,India,24.69
2001,Ranchi,India,24.76
2002,Ranchi,India,25.07
2003,Ranchi,India,24.82
2004,Ranchi,India,24.69
2005,Ranchi,India,25.07
2006,Ranchi,India,24.98
2007,Ranchi,India,24.59
2008,Ranchi,India,24.51
2009,Ranchi,India,25.38
2010,Ranchi,India,25.54
2011,Ranchi,India,24.50
2012,Ranchi,India,25.09
2013,Ranchi,India,25.98
1796,Surat,India,26.13
1797,Surat,India,27.13
1798,Surat,India,25.69
1799,Surat,India,26.41
1800,Surat,India,26.37
1801,Surat,India,25.60
1802,Surat,India,26.84
1803,Surat,India,26.60
1804,Surat,India,26.95
1805,Surat,India,26.48
1806,Surat,India,26.38
1807,Surat,India,25.80
1808,Surat,India,
1809,Surat,India,
1810,Surat,India,
1811,Surat,India,
1812,Surat,India,
1813,Surat,India,25.73
1814,Surat,India,25.13
1815,Surat,India,25.26
1816,Surat,India,24.83
1817,Surat,India,25.05
1818,Surat,India,25.54
1819,Surat,India,25.19
1820,Surat,India,25.34
1821,Surat,India,25.95
1822,Surat,India,25.99
1823,Surat,India,25.90
1824,Surat,India,26.51
1825,Surat,India,26.25
1826,Surat,India,26.32
1827,Surat,India,26.42
1828,Surat,India,26.08
1829,Surat,India,25.90
1830,Surat,India,26.13
1831,Surat,India,25.70
1832,Surat,India,25.91
1833,Surat,India,25.99
1834,Surat,India,26.03
1835,Surat,India,25.19
1836,Surat,India,25.66
1837,Surat,India,25.59
1838,Surat,India,25.63
1839,Surat,India,25.72
1840,Surat,India,25.83
1841,Surat,India,25.59
1842,Surat,India,25.92
1843,Surat,India,25.72
1844,Surat,India,25.55
1845,Surat,India,25.82
1846,Surat,India,26.39
1847,Surat,India,25.84
1848,Surat,India,25.80
1849,Surat,India,25.74
1850,Surat,India,25.92
1851,Surat,India,25.87
1852,Surat,India,25.88
1853,Surat,India,26.07
1854,Surat,India,26.20
1855,Surat,India,26.21
1856,Surat,India,25.75
1857,Surat,India,25.42
1858,Surat,India,26.03
1859,Surat,India,26.12
1860,Surat,India,25.88
1861,Surat,India,25.76
1862,Surat,India,22.03
1863,Surat,India,
1864,Surat,India,
1865,Surat,India,26.24
1866,Surat,India,26.27
1867,Surat,India,26.35
1868,Surat,India,26.22
1869,Surat,India,26.34
1870,Surat,India,26.01
1871,Surat,India,26.01
1872,Surat,India,26.03
1873,Surat,India,26.13
1874,Surat,India,26.15
1875,Surat,India,26.27
1876,Surat,India,26.37
1877,Surat,India,26.61
1878,Surat,India,26.65
1879,Surat,India,25.88
1880,Surat,India,26.39
1881,Surat,India,26.12
1882,Surat,India,25.98
1883,Surat,India,25.61
1884,Surat,India,25.53
1885,Surat,India,25.84
1886,Surat,India,26.12
1887,Surat,India,25.76
1888,Surat,India,26.11
1889,Surat,India,26.36
1890,Surat,India,26.25
1891,Surat,India,26.11
1892,Surat,India,26.46
1893,Surat,India,25.35
1894,Surat,India,26.01
1895,Surat,India,26.27
1896,Surat,India,26.88
1897,Surat,India,26.48
1898,Surat,India,26.68
1899,Surat,India,26.81
1900,Surat,India,26.80
1901,Surat,India,26.55
1902,Surat,India,27.06
1903,Surat,India,26.04
1904,Surat,India,26.38
1905,Surat,India,26.05
1906,Surat,India,26.05
1907,Surat,India,26.22
1908,Surat,India,25.93
1909,Surat,India,25.99
1910,Surat,India,25.89
1911,Surat,India,26.45
1912,Surat,India,26.66
1913,Surat,India,26.23
1914,Surat,India,26.40
1915,Surat,India,26.71
1916,Surat,India,26.32
1917,Surat,India,25.48
1918,Surat,India,26.38
1919,Surat,India,26.29
1920,Surat,India,26.51
1921,Surat,India,26.76
1922,Surat,India,26.26
1923,Surat,India,26.33
1924,Surat,India,26.52
1925,Surat,India,26.44
1926,Surat,India,26.45
1927,Surat,India,26.04
1928,Surat,India,26.42
1929,Surat,India,26.56
1930,Surat,India,26.39
1931,Surat,India,26.71
1932,Surat,India,26.62
1933,Surat,India,26.12
1934,Surat,India,26.09
1935,Surat,India,25.99
1936,Surat,India,26.28
1937,Surat,India,26.08
1938,Surat,India,26.21
1939,Surat,India,26.42
1940,Surat,India,26.32
1941,Surat,India,27.15
1942,Surat,India,26.55
1943,Surat,India,26.37
1944,Surat,India,26.33
1945,Surat,India,25.89
1946,Surat,India,26.53
1947,Surat,India,26.56
1948,Surat,India,26.84
1949,Surat,India,26.77
1950,Surat,India,26.01
1951,Surat,India,26.80
1952,Surat,India,26.92
1953,Surat,India,26.89
1954,Surat,India,26.53
1955,Surat,India,26.40
1956,Surat,India,26.21
1957,Surat,India,26.52
1958,Surat,India,27.03
1959,Surat,India,26.65
1960,Surat,India,26.65
1961,Surat,India,26.19
1962,Surat,India,26.42
1963,Surat,India,26.72
1964,Surat,India,26.34
1965,Surat,India,26.65
1966,Surat,India,26.86
1967,Surat,India,26.45
1968,Surat,India,26.29
1969,Surat,India,27.11
1970,Surat,India,26.45
1971,Surat,India,26.21
1972,Surat,India,26.82
1973,Surat,India,26.57
1974,Surat,India,26.79
1975,Surat,India,26.11
1976,Surat,India,26.76
1977,Surat,India,27.01
1978,Surat,India,26.57
1979,Surat,India,26.78
1980,Surat,India,26.95
1981,Surat,India,26.64
1982,Surat,India,26.73
1983,Surat,India,26.10
1984,Surat,India,26.43
1985,Surat,India,26.81
1986,Surat,India,26.81
1987,Surat,India,27.65
1988,Surat,India,27.25
1989,Surat,India,26.60
1990,Surat,India,26.63
1991,Surat,India,26.70
1992,Surat,India,26.78
1993,Surat,India,27.04
1994,Surat,India,26.55
1995,Surat,India,27.03
1996,Surat,India,27.01
1997,Surat,India,26.53
1998,Surat,India,27.32
1999,Surat,India,26.96
2000,Surat,India,27.03
2001,Surat,India,26.90
2002,Surat,India,27.35
2003,Surat,India,27.23
2004,Surat,India,27.29
2005,Surat,India,26.72
2006,Surat,India,27.15
2007,Surat,India,27.31
2008,Surat,India,26.83
2009,Surat,India,27.82
2010,Surat,India,27.68
2011,Surat,India,27.02
2012,Surat,India,26.89
2013,Surat,India,27.44
1796,Vadodara,India,26.13
1797,Vadodara,India,27.13
1798,Vadodara,India,25.69
1799,Vadodara,India,26.41
1800,Vadodara,India,26.37
1801,Vadodara,India,25.60
1802,Vadodara,India,26.84
1803,Vadodara,India,26.60
1804,Vadodara,India,26.95
1805,Vadodara,India,26.48
1806,Vadodara,India,26.38
1807,Vadodara,India,25.80
1808,Vadodara,India,
1809,Vadodara,India,
1810,Vadodara,India,
1811,Vadodara,India,
1812,Vadodara,India,
1813,Vadodara,India,25.73
1814,Vadodara,India,25.13
1815,Vadodara,India,25.26
1816,Vadodara,India,24.83
1817,Vadodara,India,25.05
1818,Vadodara,India,25.54
1819,Vadodara,India,25.19
1820,Vadodara,India,25.34
1821,Vadodara,India,25.95
1822,Vadodara,India,25.99
1823,Vadodara,India,25.90
1824,Vadodara,India,26.51
1825,Vadodara,India,26.25
1826,Vadodara,India,26.32
1827,Vadodara,India,26.42
1828,Vadodara,India,26.08
1829,Vadodara,India,25.90
1830,Vadodara,India,26.13
1831,Vadodara,India,25.70
1832,Vadodara,India,25.91
1833,Vadodara,India,25.99
1834,Vadodara,India,26.03
1835,Vadodara,India,25.19
1836,Vadodara,India,25.66
1837,Vadodara,India,25.59
1838,Vadodara,India,25.63
1839,Vadodara,India,25.72
1840,Vadodara,India,25.83
1841,Vadodara,India,25.59
1842,Vadodara,India,25.92
1843,Vadodara,India,25.72
1844,Vadodara,India,25.55
1845,Vadodara,India,25.82
1846,Vadodara,India,26.39
1847,Vadodara,India,25.84
1848,Vadodara,India,25.80
1849,Vadodara,India,25.74
1850,Vadodara,India,25.92
1851,Vadodara,India,25.87
1852,Vadodara,India,25.88
1853,Vadodara,India,26.07
1854,Vadodara,India,26.20
1855,Vadodara,India,26.21
1856,Vadodara,India,25.75
1857,Vadodara,India,25.42
1858,Vadodara,India,26.03
1859,Vadodara,India,26.12
1860,Vadodara,India,25.88
1861,Vadodara,India,25.76
1862,Vadodara,India,22.03
1863,Vadodara,India,
1864,Vadodara,India,
1865,Vadodara,India,26.24
1866,Vadodara,India,26.27
1867,Vadodara,India,26.35
1868,Vadodara,India,26.22
1869,Vadodara,India,26.34
1870,Vadodara,India,26.01
1871,Vadodara,India,26.01
1872,Vadodara,India,26.03
1873,Vadodara,India,26.13
1874,Vadodara,India,26.15
1875,Vadodara,India,26.27
1876,Vadodara,India,26.37
1877,Vadodara,India,26.61
1878,Vadodara,India,26.65
1879,Vadodara,India,25.88
1880,Vadodara,India,26.39
1881,Vadodara,India,26.12
1882,Vadodara,India,25.98
1883,Vadodara,India,25.61
1884,Vadodara,India,25.53
1885,Vadodara,India,25.84
1886,Vadodara,India,26.12
1887,Vadodara,India,25.76
1888,Vadodara,India,26.11
1889,Vadodara,India,26.36
1890,Vadodara,India,26.25
1891,Vadodara,India,26.11
1892,Vadodara,India,26.46
1893,Vadodara,India,25.35
1894,Vadodara,India,26.01
1895,Vadodara,India,26.27
1896,Vadodara,India,26.88
1897,Vadodara,India,26.48
1898,Vadodara,India,26.68
1899,Vadodara,India,26.81
1900,Vadodara,India,26.80
1901,Vadodara,India,26.55
1902,Vadodara,India,27.06
1903,Vadodara,India,26.04
1904,Vadodara,India,26.38
1905,Vadodara,India,26.05
1906,Vadodara,India,26.05
1907,Vadodara,India,26.22
1908,Vadodara,India,25.93
1909,Vadodara,India,25.99
1910,Vadodara,India,25.89
1911,Vadodara,India,26.45
1912,Vadodara,India,26.66
1913,Vadodara,India,26.23
1914,Vadodara,India,26.40
1915,Vadodara,India,26.71
1916,Vadodara,India,26.32
1917,Vadodara,India,25.48
1918,Vadodara,India,26.38
1919,Vadodara,India,26.29
1920,Vadodara,India,26.51
1921,Vadodara,India,26.76
1922,Vadodara,India,26.26
1923,Vadodara,India,26.33
1924,Vadodara,India,26.52
1925,Vadodara,India,26.44
1926,Vadodara,India,26.45
1927,Vadodara,India,26.04
1928,Vadodara,India,26.42
1929,Vadodara,India,26.56
1930,Vadodara,India,26.39
1931,Vadodara,India,26.71
1932,Vadodara,India,26.62
1933,Vadodara,India,26.12
1934,Vadodara,India,26.09
1935,Vadodara,India,25.99
1936,Vadodara,India,26.28
1937,Vadodara,India,26.08
1938,Vadodara,India,26.21
1939,Vadodara,India,26.42
1940,Vadodara,India,26.32
1941,Vadodara,India,27.15
1942,Vadodara,India,26.55
1943,Vadodara,India,26.37
1944,Vadodara,India,26.33
1945,Vadodara,India,25.89
1946,Vadodara,India,26.53
1947,Vadodara,India,26.56
1948,Vadodara,India,26.84
1949,Vadodara,India,26.77
1950,Vadodara,India,26.01
1951,Vadodara,India,26.80
1952,Vadodara,India,26.92
1953,Vadodara,India,26.89
1954,Vadodara,India,26.53
1955,Vadodara,India,26.40
1956,Vadodara,India,26.21
1957,Vadodara,India,26.52
1958,Vadodara,India,27.03
1959,Vadodara,India,26.65
1960,Vadodara,India,26.65
1961,Vadodara,India,26.19
1962,Vadodara,India,26.42
1963,Vadodara,India,26.72
1964,Vadodara,India,26.34
1965,Vadodara,India,26.65
1966,Vadodara,India,26.86
1967,Vadodara,India,26.45
1968,Vadodara,India,26.29
1969,Vadodara,India,27.11
1970,Vadodara,India,26.45
1971,Vadodara,India,26.21
1972,Vadodara,India,26.82
1973,Vadodara,India,26.57
1974,Vadodara,India,26.79
1975,Vadodara,India,26.11
1976,Vadodara,India,26.76
1977,Vadodara,India,27.01
1978,Vadodara,India,26.57
1979,Vadodara,India,26.78
1980,Vadodara,India,26.95
1981,Vadodara,India,26.64
1982,Vadodara,India,26.73
1983,Vadodara,India,26.10
1984,Vadodara,India,26.43
1985,Vadodara,India,26.81
1986,Vadodara,India,26.81
1987,Vadodara,India,27.65
1988,Vadodara,India,27.25
1989,Vadodara,India,26.60
1990,Vadodara,India,26.63
1991,Vadodara,India,26.70
1992,Vadodara,India,26.78
1993,Vadodara,India,27.04
1994,Vadodara,India,26.55
1995,Vadodara,India,27.03
1996,Vadodara,India,27.01
1997,Vadodara,India,26.53
1998,Vadodara,India,27.32
1999,Vadodara,India,26.96
2000,Vadodara,India,27.03
2001,Vadodara,India,26.90
2002,Vadodara,India,27.35
2003,Vadodara,India,27.23
2004,Vadodara,India,27.29
2005,Vadodara,India,26.72
2006,Vadodara,India,27.15
2007,Vadodara,India,27.31
2008,Vadodara,India,26.83
2009,Vadodara,India,27.82
2010,Vadodara,India,27.68
2011,Vadodara,India,27.02
2012,Vadodara,India,26.89
2013,Vadodara,India,27.44
1796,Varanasi,India,25.18
1797,Varanasi,India,26.75
1798,Varanasi,India,24.42
1799,Varanasi,India,25.45
1800,Varanasi,India,25.40
1801,Varanasi,India,24.33
1802,Varanasi,India,25.85
1803,Varanasi,India,25.61
1804,Varanasi,India,25.94
1805,Varanasi,India,25.50
1806,Varanasi,India,25.41
1807,Varanasi,India,24.92
1808,Varanasi,India,
1809,Varanasi,India,
1810,Varanasi,India,
1811,Varanasi,India,
1812,Varanasi,India,
1813,Varanasi,India,24.75
1814,Varanasi,India,23.95
1815,Varanasi,India,24.29
1816,Varanasi,India,23.98
1817,Varanasi,India,24.07
1818,Varanasi,India,24.26
1819,Varanasi,India,23.99
1820,Varanasi,India,24.25
1821,Varanasi,India,25.06
1822,Varanasi,India,25.20
1823,Varanasi,India,24.96
1824,Varanasi,India,25.52
1825,Varanasi,India,25.29
1826,Varanasi,India,25.33
1827,Varanasi,India,25.48
1828,Varanasi,India,25.10
1829,Varanasi,India,24.92
1830,Varanasi,India,25.20
1831,Varanasi,India,24.69
1832,Varanasi,India,24.95
1833,Varanasi,India,25.06
1834,Varanasi,India,24.94
1835,Varanasi,India,23.98
1836,Varanasi,India,24.82
1837,Varanasi,India,24.72
1838,Varanasi,India,24.70
1839,Varanasi,India,24.76
1840,Varanasi,India,25.03
1841,Varanasi,India,24.89
1842,Varanasi,India,24.90
1843,Varanasi,India,24.87
1844,Varanasi,India,24.53
1845,Varanasi,India,24.79
1846,Varanasi,India,25.14
1847,Varanasi,India,24.72
1848,Varanasi,India,24.61
1849,Varanasi,India,24.61
1850,Varanasi,India,25.08
1851,Varanasi,India,25.01
1852,Varanasi,India,24.78
1853,Varanasi,India,25.21
1854,Varanasi,India,25.26
1855,Varanasi,India,25.33
1856,Varanasi,India,24.06
1857,Varanasi,India,24.45
1858,Varanasi,India,25.06
1859,Varanasi,India,25.15
1860,Varanasi,India,24.86
1861,Varanasi,India,24.80
1862,Varanasi,India,
1863,Varanasi,India,
1864,Varanasi,India,
1865,Varanasi,India,25.22
1866,Varanasi,India,25.32
1867,Varanasi,India,25.33
1868,Varanasi,India,25.02
1869,Varanasi,India,25.12
1870,Varanasi,India,25.01
1871,Varanasi,India,25.15
1872,Varanasi,India,25.14
1873,Varanasi,India,25.20
1874,Varanasi,India,25.08
1875,Varanasi,India,25.18
1876,Varanasi,India,25.25
1877,Varanasi,India,25.32
1878,Varanasi,India,25.66
1879,Varanasi,India,25.20
1880,Varanasi,India,25.22
1881,Varanasi,India,24.99
1882,Varanasi,India,25.04
1883,Varanasi,India,24.82
1884,Varanasi,India,24.77
1885,Varanasi,India,24.90
1886,Varanasi,India,25.16
1887,Varanasi,India,24.81
1888,Varanasi,India,25.17
1889,Varanasi,India,25.58
1890,Varanasi,India,25.12
1891,Varanasi,India,24.93
1892,Varanasi,India,25.62
1893,Varanasi,India,24.21
1894,Varanasi,India,25.37
1895,Varanasi,India,25.16
1896,Varanasi,India,25.99
1897,Varanasi,India,25.95
1898,Varanasi,India,25.46
1899,Varanasi,India,25.43
1900,Varanasi,India,25.74
1901,Varanasi,India,25.54
1902,Varanasi,India,25.76
1903,Varanasi,India,25.52
1904,Varanasi,India,25.21
1905,Varanasi,India,24.65
1906,Varanasi,India,25.47
1907,Varanasi,India,25.17
1908,Varanasi,India,25.55
1909,Varanasi,India,25.20
1910,Varanasi,India,25.19
1911,Varanasi,India,25.37
1912,Varanasi,India,25.38
1913,Varanasi,India,24.98
1914,Varanasi,India,25.34
1915,Varanasi,India,25.75
1916,Varanasi,India,25.28
1917,Varanasi,India,24.51
1918,Varanasi,India,25.05
