year,city,country,avg_temp
1796,Agra,India,25.05
1797,Agra,India,26.71
1798,Agra,India,24.19
1799,Agra,India,25.31
1800,Agra,India,25.25
1801,Agra,India,24.11
1802,Agra,India,25.69
1803,Agra,India,25.44
1804,Agra,India,25.76
1805,Agra,India,25.35
1806,Agra,India,25.26
1807,Agra,India,24.86
1808,Agra,India,
1809,Agra,India,
1810,Agra,India,
1811,Agra,India,
1812,Agra,India,
1813,Agra,India,24.60
1814,Agra,India,23.71
1815,Agra,India,24.13
1816,Agra,India,23.77
1817,Agra,India,23.91
1818,Agra,India,24.32
1819,Agra,India,23.93
1820,Agra,India,24.15
1821,Agra,India,24.88
1822,Agra,India,24.98
1823,Agra,India,24.73
1824,Agra,India,25.35
1825,Agra,India,25.15
1826,Agra,India,25.17
1827,Agra,India,25.36
1828,Agra,India,24.95
1829,Agra,India,24.76
1830,Agra,India,25.08
1831,Agra,India,24.51
1832,Agra,India,24.72
1833,Agra,India,24.89
1834,Agra,India,24.84
1835,Agra,India,23.93
1836,Agra,India,24.61
1837,Agra,India,24.50
1838,Agra,India,24.48
1839,Agra,India,24.56
1840,Agra,India,24.79
1841,Agra,India,24.57
1842,Agra,India,24.79
1843,Agra,India,24.75
1844,Agra,India,24.39
1845,Agra,India,24.65
1846,Agra,India,25.15
1847,Agra,India,24.67
1848,Agra,India,24.52
1849,Agra,India,24.53
1850,Agra,India,24.86
1851,Agra,India,24.82
1852,Agra,India,24.67
1853,Agra,India,24.97
1854,Agra,India,25.08
1855,Agra,India,25.23
1856,Agra,India,23.84
1857,Agra,India,24.32
1858,Agra,India,
1859,Agra,India,
1860,Agra,India,
1861,Agra,India,
1862,Agra,India,
1863,Agra,India,
1864,Agra,India,
1865,Agra,India,27.27
1866,Agra,India,15.61
1867,Agra,India,20.43
1868,Agra,India,24.91
1869,Agra,India,25.06
1870,Agra,India,24.91
1871,Agra,India,24.95
1872,Agra,India,24.97
1873,Agra,India,25.08
1874,Agra,India,25.01
1875,Agra,India,25.39
1876,Agra,India,25.05
1877,Agra,India,25.30
1878,Agra,India,25.42
1879,Agra,India,24.79
1880,Agra,India,25.37
1881,Agra,India,24.93
1882,Agra,India,24.84
1883,Agra,India,24.87
1884,Agra,India,24.64
1885,Agra,India,24.49
1886,Agra,India,24.92
1887,Agra,India,24.87
1888,Agra,India,24.93
1889,Agra,India,25.32
1890,Agra,India,25.09
1891,Agra,India,24.72
1892,Agra,India,25.50
1893,Agra,India,23.92
1894,Agra,India,24.89
1895,Agra,India,25.20
1896,Agra,India,26.04
1897,Agra,India,25.67
1898,Agra,India,25.50
1899,Agra,India,25.73
1900,Agra,India,25.68
1901,Agra,India,25.55
1902,Agra,India,25.72
1903,Agra,India,25.20
1904,Agra,India,24.99
1905,Agra,India,24.83
1906,Agra,India,25.22
1907,Agra,India,25.12
1908,Agra,India,25.22
1909,Agra,India,24.82
1910,Agra,India,24.87
1911,Agra,India,25.38
1912,Agra,India,25.28
1913,Agra,India,25.11
1914,Agra,India,25.31
1915,Agra,India,25.67
1916,Agra,India,25.02
1917,Agra,India,23.90
1918,Agra,India,25.36
1919,Agra,India,24.92
1920,Agra,India,25.16
1921,Agra,India,25.98
1922,Agra,India,25.19
1923,Agra,India,25.40
1924,Agra,India,25.11
1925,Agra,India,24.89
1926,Agra,India,24.95
1927,Agra,India,24.89
1928,Agra,India,25.75
1929,Agra,India,25.51
1930,Agra,India,25.37
1931,Agra,India,25.76
1932,Agra,India,25.66
1933,Agra,India,24.65
1934,Agra,India,24.97
1935,Agra,India,24.94
1936,Agra,India,24.79
1937,Agra,India,24.85
1938,Agra,India,25.24
1939,Agra,India,25.18
1940,Agra,India,25.08
1941,Agra,India,26.31
1942,Agra,India,25.52
1943,Agra,India,25.31
1944,Agra,India,25.02
1945,Agra,India,24.84
1946,Agra,India,25.48
1947,Agra,India,25.62
1948,Agra,India,25.49
1949,Agra,India,25.59
1950,Agra,India,24.79
1951,Agra,India,25.55
1952,Agra,India,25.80
1953,Agra,India,26.09
1954,Agra,India,25.68
1955,Agra,India,25.13
1956,Agra,India,25.20
1957,Agra,India,24.98
1958,Agra,India,26.09
1959,Agra,India,25.67
1960,Agra,India,25.64
1961,Agra,India,24.91
1962,Agra,India,25.26
1963,Agra,India,25.44
1964,Agra,India,25.34
1965,Agra,India,25.47
1966,Agra,India,25.87
1967,Agra,India,25.15
1968,Agra,India,25.05
1969,Agra,India,25.84
1970,Agra,India,25.37
1971,Agra,India,24.57
1972,Agra,India,25.50
1973,Agra,India,25.72
1974,Agra,India,25.63
1975,Agra,India,25.22
1976,Agra,India,25.53
1977,Agra,India,25.59
1978,Agra,India,25.21
1979,Agra,India,26.03
1980,Agra,India,25.96
1981,Agra,India,25.78
1982,Agra,India,25.37
1983,Agra,India,24.84
1984,Agra,India,25.51
1985,Agra,India,25.83
1986,Agra,India,25.44
1987,Agra,India,26.43
1988,Agra,India,26.06
1989,Agra,India,25.47
1990,Agra,India,25.58
1991,Agra,India,25.85
1992,Agra,India,25.69
1993,Agra,India,25.88
1994,Agra,India,25.75
1995,Agra,India,25.86
1996,Agra,India,25.63
1997,Agra,India,24.92
1998,Agra,India,25.91
1999,Agra,India,26.12
2000,Agra,India,25.98
2001,Agra,India,25.76
2002,Agra,India,26.66
2003,Agra,India,25.84
2004,Agra,India,26.11
2005,Agra,India,25.85
2006,Agra,India,26.34
2007,Agra,India,26.00
2008,Agra,India,25.57
2009,Agra,India,26.55
2010,Agra,India,26.51
2011,Agra,India,25.53
2012,Agra,India,25.86
2013,Agra,India,26.69
1796,Ahmadabad,India,26.35
1797,Ahmadabad,India,27.45
1798,Ahmadabad,India,25.82
1799,Ahmadabad,India,26.62
1800,Ahmadabad,India,26.56
1801,Ahmadabad,India,25.73
1802,Ahmadabad,India,27.01
1803,Ahmadabad,India,26.77
1804,Ahmadabad,India,27.09
1805,Ahmadabad,India,26.67
1806,Ahmadabad,India,26.57
1807,Ahmadabad,India,26.10
1808,Ahmadabad,India,
1809,Ahmadabad,India,
1810,Ahmadabad,India,
1811,Ahmadabad,India,
1812,Ahmadabad,India,
1813,Ahmadabad,India,25.92
1814,Ahmadabad,India,25.26
1815,Ahmadabad,India,25.45
1816,Ahmadabad,India,25.01
1817,Ahmadabad,India,25.23
1818,Ahmadabad,India,25.78
1819,Ahmadabad,India,25.36
1820,Ahmadabad,India,25.52
1821,Ahmadabad,India,26.15
1822,Ahmadabad,India,26.20
1823,Ahmadabad,India,26.03
1824,Ahmadabad,India,26.68
1825,Ahmadabad,India,26.46
1826,Ahmadabad,India,26.49
1827,Ahmadabad,India,26.65
1828,Ahmadabad,India,26.26
1829,Ahmadabad,India,26.08
1830,Ahmadabad,India,26.37
1831,Ahmadabad,India,25.84
1832,Ahmadabad,India,25.99
1833,Ahmadabad,India,26.18
1834,Ahmadabad,India,26.22
1835,Ahmadabad,India,25.36
1836,Ahmadabad,India,25.85
1837,Ahmadabad,India,25.76
1838,Ahmadabad,India,25.78
1839,Ahmadabad,India,25.89
1840,Ahmadabad,India,26.01
1841,Ahmadabad,India,25.78
1842,Ahmadabad,India,26.13
1843,Ahmadabad,India,25.98
1844,Ahmadabad,India,25.74
1845,Ahmadabad,India,25.99
1846,Ahmadabad,India,26.59
1847,Ahmadabad,India,26.03
1848,Ahmadabad,India,25.96
1849,Ahmadabad,India,25.92
1850,Ahmadabad,India,26.08
1851,Ahmadabad,India,26.07
1852,Ahmadabad,India,26.07
1853,Ahmadabad,India,26.24
1854,Ahmadabad,India,26.37
1855,Ahmadabad,India,26.41
1856,Ahmadabad,India,25.36
1857,Ahmadabad,India,25.64
1858,Ahmadabad,India,
1859,Ahmadabad,India,
1860,Ahmadabad,India,
1861,Ahmadabad,India,
1862,Ahmadabad,India,
1863,Ahmadabad,India,
1864,Ahmadabad,India,
1865,Ahmadabad,India,27.77
1866,Ahmadabad,India,26.40
1867,Ahmadabad,India,26.72
1868,Ahmadabad,India,26.01
1869,Ahmadabad,India,26.52
1870,Ahmadabad,India,26.21
1871,Ahmadabad,India,26.20
1872,Ahmadabad,India,26.22
1873,Ahmadabad,India,26.34
1874,Ahmadabad,India,26.36
1875,Ahmadabad,India,26.51
1876,Ahmadabad,India,26.42
1877,Ahmadabad,India,26.66
1878,Ahmadabad,India,26.74
1879,Ahmadabad,India,26.15
1880,Ahmadabad,India,26.57
1881,Ahmadabad,India,26.33
1882,Ahmadabad,India,26.25
1883,Ahmadabad,India,25.84
1884,Ahmadabad,India,25.76
1885,Ahmadabad,India,25.96
1886,Ahmadabad,India,26.34
1887,Ahmadabad,India,26.06
1888,Ahmadabad,India,26.13
1889,Ahmadabad,India,26.52
1890,Ahmadabad,India,26.41
1891,Ahmadabad,India,26.32
1892,Ahmadabad,India,26.70
1893,Ahmadabad,India,25.45
1894,Ahmadabad,India,26.03
1895,Ahmadabad,India,26.50
1896,Ahmadabad,India,26.99
1897,Ahmadabad,India,26.55
1898,Ahmadabad,India,26.94
1899,Ahmadabad,India,27.07
1900,Ahmadabad,India,26.90
1901,Ahmadabad,India,26.83
1902,Ahmadabad,India,27.30
1903,Ahmadabad,India,26.28
1904,Ahmadabad,India,26.62
1905,Ahmadabad,India,26.24
1906,Ahmadabad,India,26.19
1907,Ahmadabad,India,26.36
1908,Ahmadabad,India,26.07
1909,Ahmadabad,India,26.05
1910,Ahmadabad,India,26.09
1911,Ahmadabad,India,26.60
1912,Ahmadabad,India,26.89
1913,Ahmadabad,India,26.44
1914,Ahmadabad,India,26.56
1915,Ahmadabad,India,27.01
1916,Ahmadabad,India,26.50
1917,Ahmadabad,India,25.60
1918,Ahmadabad,India,26.48
1919,Ahmadabad,India,26.39
1920,Ahmadabad,India,26.65
1921,Ahmadabad,India,27.05
1922,Ahmadabad,India,26.43
1923,Ahmadabad,India,26.44
1924,Ahmadabad,India,26.63
1925,Ahmadabad,India,26.66
1926,Ahmadabad,India,26.55
1927,Ahmadabad,India,26.08
1928,Ahmadabad,India,26.60
1929,Ahmadabad,India,26.76
1930,Ahmadabad,India,26.58
1931,Ahmadabad,India,26.95
1932,Ahmadabad,India,26.90
1933,Ahmadabad,India,26.29
1934,Ahmadabad,India,26.35
1935,Ahmadabad,India,26.10
1936,Ahmadabad,India,26.36
1937,Ahmadabad,India,26.24
1938,Ahmadabad,India,26.46
1939,Ahmadabad,India,26.61
1940,Ahmadabad,India,26.54
1941,Ahmadabad,India,27.23
1942,Ahmadabad,India,26.71
1943,Ahmadabad,India,26.69
1944,Ahmadabad,India,26.47
1945,Ahmadabad,India,25.99
1946,Ahmadabad,India,26.65
1947,Ahmadabad,India,26.80
1948,Ahmadabad,India,27.13
1949,Ahmadabad,India,27.11
1950,Ahmadabad,India,26.06
1951,Ahmadabad,India,27.03
1952,Ahmadabad,India,27.08
1953,Ahmadabad,India,27.14
1954,Ahmadabad,India,26.71
1955,Ahmadabad,India,26.68
1956,Ahmadabad,India,26.28
1957,Ahmadabad,India,26.61
1958,Ahmadabad,India,27.28
1959,Ahmadabad,India,26.72
1960,Ahmadabad,India,26.77
1961,Ahmadabad,India,26.29
1962,Ahmadabad,India,26.64
1963,Ahmadabad,India,27.10
1964,Ahmadabad,India,26.51
1965,Ahmadabad,India,26.82
1966,Ahmadabad,India,26.89
1967,Ahmadabad,India,26.46
1968,Ahmadabad,India,26.54
1969,Ahmadabad,India,27.26
1970,Ahmadabad,India,26.71
1971,Ahmadabad,India,26.57
1972,Ahmadabad,India,26.88
1973,Ahmadabad,India,26.72
1974,Ahmadabad,India,27.02
1975,Ahmadabad,India,26.23
1976,Ahmadabad,India,26.79
1977,Ahmadabad,India,27.17
1978,Ahmadabad,India,26.77
1979,Ahmadabad,India,26.97
1980,Ahmadabad,India,27.22
1981,Ahmadabad,India,26.89
1982,Ahmadabad,India,26.74
1983,Ahmadabad,India,26.21
1984,Ahmadabad,India,26.53
1985,Ahmadabad,India,27.13
1986,Ahmadabad,India,26.96
1987,Ahmadabad,India,28.06
1988,Ahmadabad,India,27.61
1989,Ahmadabad,India,26.76
1990,Ahmadabad,India,26.88
1991,Ahmadabad,India,26.90
1992,Ahmadabad,India,26.82
1993,Ahmadabad,India,27.46
1994,Ahmadabad,India,26.74
1995,Ahmadabad,India,27.20
1996,Ahmadabad,India,27.06
1997,Ahmadabad,India,26.45
1998,Ahmadabad,India,27.48
1999,Ahmadabad,India,27.21
2000,Ahmadabad,India,27.44
2001,Ahmadabad,India,27.20
2002,Ahmadabad,India,27.72
2003,Ahmadabad,India,27.40
2004,Ahmadabad,India,27.63
2005,Ahmadabad,India,26.83
2006,Ahmadabad,India,27.28
2007,Ahmadabad,India,27.51
2008,Ahmadabad,India,27.05
2009,Ahmadabad,India,28.10
2010,Ahmadabad,India,28.02
2011,Ahmadabad,India,27.29
2012,Ahmadabad,India,27.03
2013,Ahmadabad,India,27.61
1796,Allahabad,India,25.32
1797,Allahabad,India,26.86
1798,Allahabad,India,24.49
1799,Allahabad,India,25.59
1800,Allahabad,India,25.54
1801,Allahabad,India,24.40
1802,Allahabad,India,25.99
1803,Allahabad,India,25.75
1804,Allahabad,India,26.08
1805,Allahabad,India,25.65
1806,Allahabad,India,25.55
1807,Allahabad,India,25.06
1808,Allahabad,India,
1809,Allahabad,India,
1810,Allahabad,India,
1811,Allahabad,India,
1812,Allahabad,India,
1813,Allahabad,India,24.90
1814,Allahabad,India,24.03
1815,Allahabad,India,24.43
1816,Allahabad,India,24.10
1817,Allahabad,India,24.22
1818,Allahabad,India,24.46
1819,Allahabad,India,24.18
1820,Allahabad,India,24.41
1821,Allahabad,India,25.19
1822,Allahabad,India,25.31
1823,Allahabad,India,25.09
1824,Allahabad,India,25.66
1825,Allahabad,India,25.43
1826,Allahabad,India,25.47
1827,Allahabad,India,25.62
1828,Allahabad,India,25.24
1829,Allahabad,India,25.06
1830,Allahabad,India,25.33
1831,Allahabad,India,24.83
1832,Allahabad,India,25.04
1833,Allahabad,India,25.19
1834,Allahabad,India,25.10
1835,Allahabad,India,24.17
1836,Allahabad,India,24.94
1837,Allahabad,India,24.85
1838,Allahabad,India,24.83
1839,Allahabad,India,24.90
1840,Allahabad,India,25.14
1841,Allahabad,India,24.96
1842,Allahabad,India,25.05
1843,Allahabad,India,24.99
1844,Allahabad,India,24.67
1845,Allahabad,India,24.94
1846,Allahabad,India,25.35
1847,Allahabad,India,24.89
1848,Allahabad,India,24.79
1849,Allahabad,India,24.78
1850,Allahabad,India,25.20
1851,Allahabad,India,25.13
1852,Allahabad,India,24.94
1853,Allahabad,India,25.32
1854,Allahabad,India,25.40
1855,Allahabad,India,25.48
1856,Allahabad,India,24.15
1857,Allahabad,India,24.59
1858,Allahabad,India,25.20
1859,Allahabad,India,25.29
1860,Allahabad,India,25.01
1861,Allahabad,India,24.94
1862,Allahabad,India,
1863,Allahabad,India,
1864,Allahabad,India,
1865,Allahabad,India,25.36
1866,Allahabad,India,25.45
1867,Allahabad,India,25.49
1868,Allahabad,India,25.19
1869,Allahabad,India,25.31
1870,Allahabad,India,25.16
1871,Allahabad,India,25.28
1872,Allahabad,India,25.26
1873,Allahabad,India,25.34
1874,Allahabad,India,25.24
1875,Allahabad,India,25.43
1876,Allahabad,India,25.39
1877,Allahabad,India,25.57
1878,Allahabad,India,25.85
1879,Allahabad,India,25.19
1880,Allahabad,India,25.44
1881,Allahabad,India,25.10
1882,Allahabad,India,25.10
1883,Allahabad,India,25.00
1884,Allahabad,India,24.88
1885,Allahabad,India,24.95
1886,Allahabad,India,25.23
1887,Allahabad,India,25.00
1888,Allahabad,India,25.32
1889,Allahabad,India,25.66
1890,Allahabad,India,25.28
1891,Allahabad,India,25.08
1892,Allahabad,India,25.85
1893,Allahabad,India,24.31
1894,Allahabad,India,25.41
1895,Allahabad,India,25.42
1896,Allahabad,India,26.33
1897,Allahabad,India,26.14
1898,Allahabad,India,25.60
1899,Allahabad,India,25.66
1900,Allahabad,India,25.95
1901,Allahabad,India,25.71
1902,Allahabad,India,25.95
1903,Allahabad,India,25.61
1904,Allahabad,India,25.28
1905,Allahabad,India,24.93
1906,Allahabad,India,25.56
1907,Allahabad,India,25.40
1908,Allahabad,India,25.64
1909,Allahabad,India,25.22
1910,Allahabad,India,25.22
1911,Allahabad,India,25.55
1912,Allahabad,India,25.52
1913,Allahabad,India,25.26
1914,Allahabad,India,25.56
1915,Allahabad,India,25.79
1916,Allahabad,India,25.28
1917,Allahabad,India,24.42
1918,Allahabad,India,25.41
1919,Allahabad,India,25.28
1920,Allahabad,India,25.63
1921,Allahabad,India,26.14
1922,Allahabad,India,25.48
1923,Allahabad,India,25.80
1924,Allahabad,India,25.84
1925,Allahabad,India,25.12
1926,Allahabad,India,25.35
1927,Allahabad,India,25.45
1928,Allahabad,India,26.01
1929,Allahabad,India,25.70
1930,Allahabad,India,25.61
1931,Allahabad,India,26.10
1932,Allahabad,India,25.93
1933,Allahabad,India,25.07
1934,Allahabad,India,25.49
1935,Allahabad,India,25.46
1936,Allahabad,India,25.28
1937,Allahabad,India,25.11
1938,Allahabad,India,25.47
1939,Allahabad,India,25.54
1940,Allahabad,India,25.43
1941,Allahabad,India,26.23
1942,Allahabad,India,25.82
1943,Allahabad,India,25.70
1944,Allahabad,India,25.38
1945,Allahabad,India,25.17
1946,Allahabad,India,25.67
1947,Allahabad,India,25.95
1948,Allahabad,India,25.80
1949,Allahabad,India,25.70
1950,Allahabad,India,25.22
1951,Allahabad,India,25.81
1952,Allahabad,India,26.09
1953,Allahabad,India,26.24
1954,Allahabad,India,25.87
1955,Allahabad,India,25.58
1956,Allahabad,India,25.51
1957,Allahabad,India,25.68
1958,Allahabad,India,26.58
1959,Allahabad,India,26.02
1960,Allahabad,India,25.93
1961,Allahabad,India,25.33
1962,Allahabad,India,25.54
1963,Allahabad,India,25.61
1964,Allahabad,India,25.75
1965,Allahabad,India,25.88
1966,Allahabad,India,26.49
1967,Allahabad,India,25.72
1968,Allahabad,India,25.48
1969,Allahabad,India,26.19
1970,Allahabad,India,25.65
1971,Allahabad,India,24.74
1972,Allahabad,India,25.79
1973,Allahabad,India,26.00
1974,Allahabad,India,25.82
1975,Allahabad,India,25.56
1976,Allahabad,India,25.79
1977,Allahabad,India,25.94
1978,Allahabad,India,25.42
1979,Allahabad,India,26.30
1980,Allahabad,India,26.10
1981,Allahabad,India,25.78
1982,Allahabad,India,25.70
1983,Allahabad,India,25.35
1984,Allahabad,India,25.69
1985,Allahabad,India,26.20
1986,Allahabad,India,25.73
1987,Allahabad,India,26.30
1988,Allahabad,India,26.34
1989,Allahabad,India,25.77
1990,Allahabad,India,25.79
1991,Allahabad,India,25.96
1992,Allahabad,India,26.09
1993,Allahabad,India,26.10
1994,Allahabad,India,26.03
1995,Allahabad,India,26.15
1996,Allahabad,India,26.10
1997,Allahabad,India,25.58
1998,Allahabad,India,26.35
1999,Allahabad,India,26.40
2000,Allahabad,India,26.13
2001,Allahabad,India,26.02
2002,Allahabad,India,26.79
2003,Allahabad,India,26.16
2004,Allahabad,India,26.25
2005,Allahabad,India,26.28
2006,Allahabad,India,26.39
2007,Allahabad,India,25.98
2008,Allahabad,India,25.78
2009,Allahabad,India,26.76
2010,Allahabad,India,26.81
2011,Allahabad,India,25.81
2012,Allahabad,India,26.21
2013,Allahabad,India,27.10
1816,Amritsar,India,24.03
1817,Amritsar,India,22.18
1818,Amritsar,India,22.84
1819,Amritsar,India,22.25
1820,Amritsar,India,23.59
1821,Amritsar,India,23.15
1822,Amritsar,India,23.27
1823,Amritsar,India,23.81
1824,Amritsar,India,
1825,Amritsar,India,
1826,Amritsar,India,
1827,Amritsar,India,
1828,Amritsar,India,
1829,Amritsar,India,
1830,Amritsar,India,
1831,Amritsar,India,
1832,Amritsar,India,
1833,Amritsar,India,23.18
1834,Amritsar,India,23.16
1835,Amritsar,India,22.27
1836,Amritsar,India,22.19
1837,Amritsar,India,23.58
1838,Amritsar,India,26.83
1839,Amritsar,India,
1840,Amritsar,India,22.99
1841,Amritsar,India,23.46
1842,Amritsar,India,24.40
1843,Amritsar,India,23.16
1844,Amritsar,India,22.68
1845,Amritsar,India,22.94
1846,Amritsar,India,23.57
1847,Amritsar,India,23.06
1848,Amritsar,India,22.72
1849,Amritsar,India,22.84
1850,Amritsar,India,23.07
1851,Amritsar,India,23.05
1852,Amritsar,India,23.00
1853,Amritsar,India,23.13
1854,Amritsar,India,23.33
1855,Amritsar,India,23.73
1856,Amritsar,India,22.30
1857,Amritsar,India,18.53
1858,Amritsar,India,
1859,Amritsar,India,
1860,Amritsar,India,
1861,Amritsar,India,
1862,Amritsar,India,
1863,Amritsar,India,
1864,Amritsar,India,
1865,Amritsar,India,
1866,Amritsar,India,
1867,Amritsar,India,
1868,Amritsar,India,
1869,Amritsar,India,
1870,Amritsar,India,23.30
1871,Amritsar,India,23.21
1872,Amritsar,India,23.34
1873,Amritsar,India,23.45
1874,Amritsar,India,22.71
1875,Amritsar,India,23.73
1876,Amritsar,India,23.00
1877,Amritsar,India,23.06
1878,Amritsar,India,23.10
1879,Amritsar,India,23.50
1880,Amritsar,India,24.12
1881,Amritsar,India,23.83
1882,Amritsar,India,23.36
1883,Amritsar,India,23.27
1884,Amritsar,India,23.05
1885,Amritsar,India,22.70
1886,Amritsar,India,23.13
1887,Amritsar,India,23.27
1888,Amritsar,India,23.30
1889,Amritsar,India,23.49
1890,Amritsar,India,23.17
1891,Amritsar,India,22.83
1892,Amritsar,India,23.91
1893,Amritsar,India,22.30
1894,Amritsar,India,22.98
1895,Amritsar,India,23.57
1896,Amritsar,India,24.05
1897,Amritsar,India,23.36
1898,Amritsar,India,23.88
1899,Amritsar,India,24.10
1900,Amritsar,India,23.65
1901,Amritsar,India,23.51
1902,Amritsar,India,23.90
1903,Amritsar,India,23.24
1904,Amritsar,India,23.52
1905,Amritsar,India,22.91
1906,Amritsar,India,23.43
1907,Amritsar,India,23.11
1908,Amritsar,India,23.46
1909,Amritsar,India,22.99
1910,Amritsar,India,23.10
1911,Amritsar,India,23.54
1912,Amritsar,India,23.54
1913,Amritsar,India,22.92
1914,Amritsar,India,23.11
1915,Amritsar,India,24.21
1916,Amritsar,India,23.53
1917,Amritsar,India,22.51
1918,Amritsar,India,23.53
1919,Amritsar,India,23.29
1920,Amritsar,India,23.26
1921,Amritsar,India,24.52
1922,Amritsar,India,23.57
1923,Amritsar,India,23.26
1924,Amritsar,India,23.29
1925,Amritsar,India,23.14
1926,Amritsar,India,22.94
1927,Amritsar,India,23.05
1928,Amritsar,India,23.81
1929,Amritsar,India,23.54
1930,Amritsar,India,23.10
1931,Amritsar,India,23.64
1932,Amritsar,India,23.93
1933,Amritsar,India,23.02
1934,Amritsar,India,23.53
1935,Amritsar,India,23.16
1936,Amritsar,India,23.41
1937,Amritsar,India,23.30
1938,Amritsar,India,23.72
1939,Amritsar,India,23.60
1940,Amritsar,India,23.56
1941,Amritsar,India,24.59
1942,Amritsar,India,23.73
1943,Amritsar,India,23.76
1944,Amritsar,India,23.27
1945,Amritsar,India,23.15
1946,Amritsar,India,24.30
1947,Amritsar,India,24.54
1948,Amritsar,India,23.78
1949,Amritsar,India,23.89
1950,Amritsar,India,22.82
1951,Amritsar,India,23.80
1952,Amritsar,India,24.02
1953,Amritsar,India,24.44
1954,Amritsar,India,23.85
1955,Amritsar,India,23.52
1956,Amritsar,India,23.76
1957,Amritsar,India,22.98
1958,Amritsar,India,24.16
1959,Amritsar,India,23.81
1960,Amritsar,India,23.87
1961,Amritsar,India,23.24
1962,Amritsar,India,23.45
1963,Amritsar,India,23.71
1964,Amritsar,India,23.17
1965,Amritsar,India,23.44
1966,Amritsar,India,23.55
1967,Amritsar,India,23.41
1968,Amritsar,India,23.33
1969,Amritsar,India,24.13
1970,Amritsar,India,24.01
1971,Amritsar,India,23.71
1972,Amritsar,India,23.67
1973,Amritsar,India,23.86
1974,Amritsar,India,23.54
1975,Amritsar,India,23.35
1976,Amritsar,India,23.44
1977,Amritsar,India,23.83
1978,Amritsar,India,23.70
1979,Amritsar,India,23.94
1980,Amritsar,India,24.33
1981,Amritsar,India,23.98
1982,Amritsar,India,23.45
1983,Amritsar,India,23.11
1984,Amritsar,India,23.90
1985,Amritsar,India,24.44
1986,Amritsar,India,23.55
1987,Amritsar,India,24.52
1988,Amritsar,India,24.61
1989,Amritsar,India,23.62
1990,Amritsar,India,24.10
1991,Amritsar,India,23.77
1992,Amritsar,India,23.79
1993,Amritsar,India,24.34
1994,Amritsar,India,24.29
1995,Amritsar,India,24.04
1996,Amritsar,India,23.81
1997,Amritsar,India,23.26
1998,Amritsar,India,24.34
1999,Amritsar,India,24.90
2000,Amritsar,India,24.57
2001,Amritsar,India,24.50
2002,Amritsar,India,24.91
2003,Amritsar,India,24.10
2004,Amritsar,India,24.85
2005,Amritsar,India,24.12
2006,Amritsar,India,24.72
2007,Amritsar,India,24.60
2008,Amritsar,India,24.25
2009,Amritsar,India,24.87
2010,Amritsar,India,24.98
2011,Amritsar,India,24.35
2012,Amritsar,India,24.37
2013,Amritsar,India,25.44
1796,Bangalore,India,24.49
1797,Bangalore,India,25.18
1798,Bangalore,India,24.65
1799,Bangalore,India,24.81
1800,Bangalore,India,24.85
1801,Bangalore,India,24.49
1802,Bangalore,India,25.44
1803,Bangalore,India,25.22
1804,Bangalore,India,25.67
1805,Bangalore,India,25.01
1806,Bangalore,India,24.87
1807,Bangalore,India,24.25
1808,Bangalore,India,
1809,Bangalore,India,
1810,Bangalore,India,
1811,Bangalore,India,
1812,Bangalore,India,
1813,Bangalore,India,24.23
1814,Bangalore,India,23.91
1815,Bangalore,India,23.79
1816,Bangalore,India,23.30
1817,Bangalore,India,23.60
1818,Bangalore,India,23.94
1819,Bangalore,India,23.86
1820,Bangalore,India,23.91
1821,Bangalore,India,24.40
1822,Bangalore,India,24.33
1823,Bangalore,India,24.62
1824,Bangalore,India,25.10
1825,Bangalore,India,24.69
1826,Bangalore,India,24.88
1827,Bangalore,India,24.67
1828,Bangalore,India,24.61
1829,Bangalore,India,24.46
1830,Bangalore,India,24.39
1831,Bangalore,India,24.43
1832,Bangalore,India,24.66
1833,Bangalore,India,24.46
1834,Bangalore,India,24.59
1835,Bangalore,India,23.89
1836,Bangalore,India,24.12
1837,Bangalore,India,24.13
1838,Bangalore,India,24.29
1839,Bangalore,India,24.24
1840,Bangalore,India,24.24
1841,Bangalore,India,24.05
1842,Bangalore,India,24.22
1843,Bangalore,India,23.99
1844,Bangalore,India,24.23
1845,Bangalore,India,24.46
1846,Bangalore,India,24.90
1847,Bangalore,India,24.35
1848,Bangalore,India,24.35
1849,Bangalore,India,24.32
1850,Bangalore,India,24.38
1851,Bangalore,India,24.45
1852,Bangalore,India,24.43
1853,Bangalore,India,24.67
1854,Bangalore,India,24.73
1855,Bangalore,India,24.75
1856,Bangalore,India,24.21
1857,Bangalore,India,23.87
1858,Bangalore,India,24.59
1859,Bangalore,India,24.55
1860,Bangalore,India,24.41
1861,Bangalore,India,24.21
1862,Bangalore,India,23.59
1863,Bangalore,India,
1864,Bangalore,India,
1865,Bangalore,India,25.06
1866,Bangalore,India,25.00
1867,Bangalore,India,24.96
1868,Bangalore,India,25.07
1869,Bangalore,India,24.92
1870,Bangalore,India,24.42
1871,Bangalore,India,24.47
1872,Bangalore,India,24.48
1873,Bangalore,India,24.51
1874,Bangalore,India,24.56
1875,Bangalore,India,24.64
1876,Bangalore,India,24.84
1877,Bangalore,India,25.23
1878,Bangalore,India,25.15
1879,Bangalore,India,24.39
1880,Bangalore,India,24.58
1881,Bangalore,India,24.76
1882,Bangalore,India,24.33
1883,Bangalore,India,24.25
1884,Bangalore,India,24.35
1885,Bangalore,India,24.62
1886,Bangalore,India,24.53
1887,Bangalore,India,24.31
